group,id,course,semester,grade
4,637,Architecture and Sculpture,1,5
4,637,Architecture and Sculpture,1,4.5
4,637,Architecture and Sculpture,1,4.25
4,637,Architecture and Sculpture,1,3.75
4,637,Architecture and Sculpture,1,9.25
4,637,Architecture and Sculpture,1,1.25
4,637,Architecture and Sculpture,1,3
4,637,Astrology and Divination,1,14.5
4,637,Astrology and Divination,1,12.5
4,637,Astrology and Divination,1,11.5
4,637,Astrology and Divination,1,15
4,637,Astrology and Divination,1,12.5
4,637,Buddhist Philosophy and Meditation,1,11.5
4,637,Buddhist Philosophy and Meditation,1,15.5
4,637,Buddhist Philosophy and Meditation,1,14
4,637,Buddhist Philosophy and Meditation,1,16
4,637,Buddhist Philosophy and Meditation,1,14.5
4,637,Buddhist Philosophy and Meditation,1,14
4,637,Buddhist Philosophy and Meditation,1,14
4,637,Buddhist Philosophy and Meditation,1,14.5
4,637,Buddhist Philosophy and Meditation,1,13
4,637,History and Civilization of Southeast Asia,1,11
4,637,History and Civilization of Southeast Asia,1,10
4,637,History and Civilization of Southeast Asia,1,9.5
4,637,History and Civilization of Southeast Asia,1,12
4,637,Language and Linguistics,1,12
4,637,Language and Linguistics,1,12
4,637,Language and Linguistics,1,11.5
4,637,Language and Linguistics,1,12.5
4,637,Language and Linguistics,1,11.5
4,637,Language and Linguistics,1,9
4,637,Martial Arts and Self-Defense,1,11
4,637,Martial Arts and Self-Defense,1,13
4,637,Martial Arts and Self-Defense,1,11.5
4,637,Martial Arts and Self-Defense,1,12.5
4,637,Martial Arts and Self-Defense,1,11
4,637,Martial Arts and Self-Defense,1,13.5
4,637,Martial Arts and Self-Defense,1,12.5
4,637,Music and Dance,2,15.75
4,637,Music and Dance,2,11.25
4,637,Music and Dance,2,10.5
4,637,Music and Dance,2,13
4,637,Music and Dance,2,13.25
4,637,Spirituality and Rituals,1,12
4,637,Spirituality and Rituals,1,14.5
4,637,Spirituality and Rituals,1,13
4,637,Spirituality and Rituals,1,12
4,637,Spirituality and Rituals,1,15.5
4,637,Traditional Medicine and Herbalism,1,6.75
4,637,Traditional Medicine and Herbalism,1,15.5
4,637,Traditional Medicine and Herbalism,1,10
4,637,Traditional Medicine and Herbalism,1,12
4,637,Traditional Medicine and Herbalism,1,12.75
4,637,Traditional Medicine and Herbalism,1,10.75
4,637,Traditional Medicine and Herbalism,1,11.25
4,637,Traditional Medicine and Herbalism,1,13.25
4,637,Traditional Medicine and Herbalism,1,12.5
4,668,Agriculture and Horticulture,2,13.5
4,668,Agriculture and Horticulture,2,8
4,668,Agriculture and Horticulture,2,10.25
4,668,Agriculture and Horticulture,2,8.5
4,668,Agriculture and Horticulture,2,12.75
4,668,Agriculture and Horticulture,2,7.5
4,668,Agriculture and Horticulture,2,11.25
4,668,Agriculture and Horticulture,2,12.75
4,668,Architecture and Sculpture,1,12
4,668,Architecture and Sculpture,1,5.5
4,668,Architecture and Sculpture,1,8.75
4,668,Architecture and Sculpture,1,4.25
4,668,Architecture and Sculpture,1,7.25
4,668,Architecture and Sculpture,1,7
4,668,Architecture and Sculpture,1,2.75
4,668,Architecture and Sculpture,1,7.5
4,668,Architecture and Sculpture,1,4.5
4,668,Architecture and Sculpture,1,8.25
4,668,Astrology and Divination,1,14
4,668,Astrology and Divination,1,14.5
4,668,Astrology and Divination,1,16
4,668,Astrology and Divination,1,11
4,668,Astrology and Divination,1,12.5
4,668,Buddhist Philosophy and Meditation,1,11.5
4,668,Buddhist Philosophy and Meditation,1,13
4,668,Buddhist Philosophy and Meditation,1,16
4,668,Buddhist Philosophy and Meditation,1,12
4,668,Buddhist Philosophy and Meditation,1,15.5
4,668,Buddhist Philosophy and Meditation,1,10.5
4,668,Buddhist Philosophy and Meditation,1,14
4,668,Buddhist Philosophy and Meditation,1,16
4,668,History and Civilization of Southeast Asia,1,9.5
4,668,History and Civilization of Southeast Asia,1,8
4,668,History and Civilization of Southeast Asia,1,12.5
4,668,History and Civilization of Southeast Asia,1,12
4,668,Language and Linguistics,1,17.5
4,668,Language and Linguistics,1,12.5
4,668,Language and Linguistics,1,12.5
4,668,Language and Linguistics,1,14
4,668,Language and Linguistics,1,9.5
4,668,Language and Linguistics,1,12
4,668,Martial Arts and Self-Defense,1,13.5
4,668,Martial Arts and Self-Defense,1,13
4,668,Martial Arts and Self-Defense,1,12.5
4,668,Martial Arts and Self-Defense,1,11.5
4,668,Martial Arts and Self-Defense,1,13.5
4,668,Martial Arts and Self-Defense,1,13.5
4,668,Martial Arts and Self-Defense,1,11.5
4,668,Music and Dance,2,12.25
4,668,Music and Dance,2,13.75
4,668,Music and Dance,2,12
4,668,Music and Dance,2,10.75
4,668,Music and Dance,2,12
4,668,Spirituality and Rituals,1,10.5
4,668,Spirituality and Rituals,1,11
4,668,Spirituality and Rituals,1,11.5
4,668,Spirituality and Rituals,1,13
4,668,Spirituality and Rituals,1,12.5
4,668,Spirituality and Rituals,1,13.5
4,668,Traditional Medicine and Herbalism,1,4
4,668,Traditional Medicine and Herbalism,1,15.25
4,668,Traditional Medicine and Herbalism,1,7.25
4,668,Traditional Medicine and Herbalism,1,9
4,668,Traditional Medicine and Herbalism,1,10
4,668,Traditional Medicine and Herbalism,1,11.25
4,668,Traditional Medicine and Herbalism,1,7.75
4,668,Traditional Medicine and Herbalism,1,6.5
4,668,Traditional Medicine and Herbalism,1,9.25
4,672,Agriculture and Horticulture,2,8
4,672,Agriculture and Horticulture,2,7
4,672,Agriculture and Horticulture,2,6.5
4,672,Agriculture and Horticulture,2,9
4,672,Agriculture and Horticulture,2,10.5
4,672,Agriculture and Horticulture,2,7
4,672,Agriculture and Horticulture,2,10
4,672,Agriculture and Horticulture,2,11
4,672,Architecture and Sculpture,1,7.75
4,672,Architecture and Sculpture,1,4.25
4,672,Architecture and Sculpture,1,3.75
4,672,Architecture and Sculpture,1,11
4,672,Architecture and Sculpture,1,3
4,672,Architecture and Sculpture,1,6.5
4,672,Architecture and Sculpture,1,8.75
4,672,Architecture and Sculpture,1,4.25
4,672,Architecture and Sculpture,1,3.75
4,672,Astrology and Divination,1,16
4,672,Astrology and Divination,1,14.5
4,672,Astrology and Divination,1,15.5
4,672,Astrology and Divination,1,12
4,672,Buddhist Philosophy and Meditation,1,14.5
4,672,Buddhist Philosophy and Meditation,1,13.5
4,672,Buddhist Philosophy and Meditation,1,16
4,672,Buddhist Philosophy and Meditation,1,13
4,672,Buddhist Philosophy and Meditation,1,13.5
4,672,Buddhist Philosophy and Meditation,1,14
4,672,Buddhist Philosophy and Meditation,1,14
4,672,Buddhist Philosophy and Meditation,1,13
4,672,Buddhist Philosophy and Meditation,1,14.5
4,672,History and Civilization of Southeast Asia,1,10
4,672,History and Civilization of Southeast Asia,1,11.5
4,672,History and Civilization of Southeast Asia,1,14.5
4,672,History and Civilization of Southeast Asia,1,7
4,672,Language and Linguistics,1,13.5
4,672,Language and Linguistics,1,5
4,672,Language and Linguistics,1,10
4,672,Language and Linguistics,1,6.5
4,672,Language and Linguistics,1,12
4,672,Language and Linguistics,1,10.5
4,672,Martial Arts and Self-Defense,1,12.5
4,672,Martial Arts and Self-Defense,1,14.5
4,672,Martial Arts and Self-Defense,1,14
4,672,Martial Arts and Self-Defense,1,13.5
4,672,Martial Arts and Self-Defense,1,12
4,672,Martial Arts and Self-Defense,1,12.5
4,672,Martial Arts and Self-Defense,1,14
4,672,Music and Dance,2,10.25
4,672,Music and Dance,2,11.25
4,672,Music and Dance,2,13
4,672,Music and Dance,2,11.25
4,672,Music and Dance,2,9.75
4,672,Spirituality and Rituals,1,12.5
4,672,Spirituality and Rituals,1,14.5
4,672,Spirituality and Rituals,1,12
4,672,Spirituality and Rituals,1,12.5
4,672,Spirituality and Rituals,1,13.5
4,672,Traditional Medicine and Herbalism,1,11.5
4,672,Traditional Medicine and Herbalism,1,4.5
4,672,Traditional Medicine and Herbalism,1,9.5
4,672,Traditional Medicine and Herbalism,1,6.25
4,672,Traditional Medicine and Herbalism,1,11.5
4,672,Traditional Medicine and Herbalism,1,7.5
4,672,Traditional Medicine and Herbalism,1,10.5
4,672,Traditional Medicine and Herbalism,1,7.75
4,678,Agriculture and Horticulture,2,7
4,678,Agriculture and Horticulture,2,14.25
4,678,Agriculture and Horticulture,2,6.75
4,678,Agriculture and Horticulture,2,9.5
4,678,Agriculture and Horticulture,2,12.5
4,678,Agriculture and Horticulture,2,11.25
4,678,Agriculture and Horticulture,2,10
4,678,Agriculture and Horticulture,2,10.75
4,678,Architecture and Sculpture,1,3.25
4,678,Architecture and Sculpture,1,8
4,678,Architecture and Sculpture,1,3
4,678,Architecture and Sculpture,1,9.75
4,678,Architecture and Sculpture,1,11
4,678,Architecture and Sculpture,1,5.5
4,678,Architecture and Sculpture,1,7.75
4,678,Architecture and Sculpture,1,5.5
4,678,Architecture and Sculpture,1,6
4,678,Astrology and Divination,1,15.5
4,678,Astrology and Divination,1,16
4,678,Astrology and Divination,1,13
4,678,Astrology and Divination,1,11
4,678,Astrology and Divination,1,13.5
4,678,Buddhist Philosophy and Meditation,1,13
4,678,Buddhist Philosophy and Meditation,1,15
4,678,Buddhist Philosophy and Meditation,1,14
4,678,Buddhist Philosophy and Meditation,1,13
4,678,Buddhist Philosophy and Meditation,1,13.5
4,678,Buddhist Philosophy and Meditation,1,15
4,678,Buddhist Philosophy and Meditation,1,13
4,678,Buddhist Philosophy and Meditation,1,11
4,678,History and Civilization of Southeast Asia,1,9
4,678,History and Civilization of Southeast Asia,1,13.5
4,678,History and Civilization of Southeast Asia,1,5.5
4,678,History and Civilization of Southeast Asia,1,11.5
4,678,Language and Linguistics,1,10.5
4,678,Language and Linguistics,1,13
4,678,Language and Linguistics,1,8.5
4,678,Language and Linguistics,1,17.5
4,678,Language and Linguistics,1,13.5
4,678,Language and Linguistics,1,14.5
4,678,Martial Arts and Self-Defense,1,14
4,678,Martial Arts and Self-Defense,1,11.5
4,678,Martial Arts and Self-Defense,1,12
4,678,Martial Arts and Self-Defense,1,12.5
4,678,Martial Arts and Self-Defense,1,13
4,678,Martial Arts and Self-Defense,1,12
4,678,Martial Arts and Self-Defense,1,10
4,678,Music and Dance,2,12.75
4,678,Music and Dance,2,12.25
4,678,Music and Dance,2,13.75
4,678,Music and Dance,2,15.75
4,678,Music and Dance,2,14.25
4,678,Spirituality and Rituals,1,12
4,678,Spirituality and Rituals,1,14.5
4,678,Spirituality and Rituals,1,14
4,678,Spirituality and Rituals,1,11
4,678,Spirituality and Rituals,1,13.5
4,678,Spirituality and Rituals,1,11.5
4,678,Traditional Medicine and Herbalism,1,11.75
4,678,Traditional Medicine and Herbalism,1,13.25
4,678,Traditional Medicine and Herbalism,1,9.75
4,678,Traditional Medicine and Herbalism,1,8.5
4,678,Traditional Medicine and Herbalism,1,4.5
4,678,Traditional Medicine and Herbalism,1,12
4,678,Traditional Medicine and Herbalism,1,14.25
4,678,Traditional Medicine and Herbalism,1,6.5
4,678,Traditional Medicine and Herbalism,1,8.5
4,688,Agriculture and Horticulture,2,9.75
4,688,Agriculture and Horticulture,2,9.25
4,688,Agriculture and Horticulture,2,5.5
4,688,Agriculture and Horticulture,2,12.25
4,688,Agriculture and Horticulture,2,9.5
4,688,Agriculture and Horticulture,2,5
4,688,Agriculture and Horticulture,2,10.25
4,688,Agriculture and Horticulture,2,6.25
4,688,Architecture and Sculpture,1,4.75
4,688,Architecture and Sculpture,1,5
4,688,Architecture and Sculpture,1,3.5
4,688,Architecture and Sculpture,1,11.25
4,688,Architecture and Sculpture,1,6.75
4,688,Architecture and Sculpture,1,10
4,688,Architecture and Sculpture,1,5.25
4,688,Architecture and Sculpture,1,6.75
4,688,Architecture and Sculpture,1,0
4,688,Architecture and Sculpture,1,5
4,688,Astrology and Divination,1,11
4,688,Astrology and Divination,1,14.5
4,688,Astrology and Divination,1,13.5
4,688,Astrology and Divination,1,12
4,688,Astrology and Divination,1,17
4,688,Buddhist Philosophy and Meditation,1,16
4,688,Buddhist Philosophy and Meditation,1,12
4,688,Buddhist Philosophy and Meditation,1,13
4,688,Buddhist Philosophy and Meditation,1,14
4,688,Buddhist Philosophy and Meditation,1,14
4,688,Buddhist Philosophy and Meditation,1,12.5
4,688,Buddhist Philosophy and Meditation,1,11.5
4,688,Buddhist Philosophy and Meditation,1,13
4,688,Buddhist Philosophy and Meditation,1,15
4,688,History and Civilization of Southeast Asia,1,8
4,688,History and Civilization of Southeast Asia,1,8.5
4,688,History and Civilization of Southeast Asia,1,9.5
4,688,History and Civilization of Southeast Asia,1,6
4,688,Language and Linguistics,1,16
4,688,Language and Linguistics,1,12.5
4,688,Language and Linguistics,1,19.5
4,688,Language and Linguistics,1,12.5
4,688,Language and Linguistics,1,10.5
4,688,Language and Linguistics,1,9
4,688,Martial Arts and Self-Defense,1,12
4,688,Martial Arts and Self-Defense,1,12
4,688,Martial Arts and Self-Defense,1,11.5
4,688,Martial Arts and Self-Defense,1,11
4,688,Martial Arts and Self-Defense,1,13.5
4,688,Martial Arts and Self-Defense,1,12
4,688,Martial Arts and Self-Defense,1,13
4,688,Music and Dance,2,11.5
4,688,Music and Dance,2,12
4,688,Music and Dance,2,15.25
4,688,Music and Dance,2,11.5
4,688,Music and Dance,2,14.75
4,688,Spirituality and Rituals,1,13
4,688,Spirituality and Rituals,1,13.5
4,688,Spirituality and Rituals,1,11.5
4,688,Spirituality and Rituals,1,17
4,688,Spirituality and Rituals,1,11
4,688,Spirituality and Rituals,1,14
4,688,Traditional Medicine and Herbalism,1,10
4,688,Traditional Medicine and Herbalism,1,11
4,688,Traditional Medicine and Herbalism,1,12.25
4,688,Traditional Medicine and Herbalism,1,5.5
4,688,Traditional Medicine and Herbalism,1,8
4,688,Traditional Medicine and Herbalism,1,5.25
4,688,Traditional Medicine and Herbalism,1,13.75
4,688,Traditional Medicine and Herbalism,1,6.75
4,688,Traditional Medicine and Herbalism,1,6.75
4,694,Agriculture and Horticulture,2,14
4,694,Agriculture and Horticulture,2,7.25
4,694,Agriculture and Horticulture,2,8.5
4,694,Agriculture and Horticulture,2,12.5
4,694,Agriculture and Horticulture,2,10.75
4,694,Agriculture and Horticulture,2,13.5
4,694,Agriculture and Horticulture,2,7.75
4,694,Agriculture and Horticulture,2,3.5
4,694,Architecture and Sculpture,1,3
4,694,Architecture and Sculpture,1,5.5
4,694,Architecture and Sculpture,1,14.25
4,694,Architecture and Sculpture,1,9
4,694,Architecture and Sculpture,1,3.5
4,694,Architecture and Sculpture,1,10.75
4,694,Architecture and Sculpture,1,3.5
4,694,Architecture and Sculpture,1,4.25
4,694,Architecture and Sculpture,1,2
4,694,Architecture and Sculpture,1,4.5
4,694,Astrology and Divination,1,17
4,694,Astrology and Divination,1,14
4,694,Astrology and Divination,1,13
4,694,Astrology and Divination,1,14.5
4,694,Astrology and Divination,1,15
4,694,Buddhist Philosophy and Meditation,1,11
4,694,Buddhist Philosophy and Meditation,1,17
4,694,Buddhist Philosophy and Meditation,1,14
4,694,Buddhist Philosophy and Meditation,1,12
4,694,Buddhist Philosophy and Meditation,1,14.5
4,694,Buddhist Philosophy and Meditation,1,15
4,694,Buddhist Philosophy and Meditation,1,14
4,694,Buddhist Philosophy and Meditation,1,11
4,694,History and Civilization of Southeast Asia,1,10.5
4,694,History and Civilization of Southeast Asia,1,6
4,694,History and Civilization of Southeast Asia,1,9.5
4,694,History and Civilization of Southeast Asia,1,12.5
4,694,Language and Linguistics,1,8.5
4,694,Language and Linguistics,1,10
4,694,Language and Linguistics,1,9.5
4,694,Language and Linguistics,1,13.5
4,694,Language and Linguistics,1,10.5
4,694,Language and Linguistics,1,7.5
4,694,Martial Arts and Self-Defense,1,14
4,694,Martial Arts and Self-Defense,1,13
4,694,Martial Arts and Self-Defense,1,13
4,694,Martial Arts and Self-Defense,1,13.5
4,694,Martial Arts and Self-Defense,1,13.5
4,694,Martial Arts and Self-Defense,1,12.5
4,694,Martial Arts and Self-Defense,1,12
4,694,Music and Dance,2,10.75
4,694,Music and Dance,2,13
4,694,Music and Dance,2,9.25
4,694,Music and Dance,2,8.75
4,694,Music and Dance,2,9.75
4,694,Spirituality and Rituals,1,14.5
4,694,Spirituality and Rituals,1,11.5
4,694,Spirituality and Rituals,1,14
4,694,Spirituality and Rituals,1,9.5
4,694,Spirituality and Rituals,1,13.5
4,694,Spirituality and Rituals,1,11
4,694,Traditional Medicine and Herbalism,1,13
4,694,Traditional Medicine and Herbalism,1,6
4,694,Traditional Medicine and Herbalism,1,10
4,694,Traditional Medicine and Herbalism,1,7.75
4,694,Traditional Medicine and Herbalism,1,8.5
4,694,Traditional Medicine and Herbalism,1,7
4,694,Traditional Medicine and Herbalism,1,7.75
4,694,Traditional Medicine and Herbalism,1,6.75
4,694,Traditional Medicine and Herbalism,1,12
4,700,Agriculture and Horticulture,2,11.25
4,700,Agriculture and Horticulture,2,9.75
4,700,Agriculture and Horticulture,2,14.5
4,700,Agriculture and Horticulture,2,8.25
4,700,Agriculture and Horticulture,2,8.5
4,700,Agriculture and Horticulture,2,7.5
4,700,Agriculture and Horticulture,2,5
4,700,Agriculture and Horticulture,2,10.25
4,700,Architecture and Sculpture,1,11.75
4,700,Architecture and Sculpture,1,6
4,700,Architecture and Sculpture,1,2.75
4,700,Architecture and Sculpture,1,5.75
4,700,Architecture and Sculpture,1,6.25
4,700,Architecture and Sculpture,1,8.5
4,700,Architecture and Sculpture,1,10.75
4,700,Architecture and Sculpture,1,3.75
4,700,Architecture and Sculpture,1,9.75
4,700,Architecture and Sculpture,1,5
4,700,Astrology and Divination,1,13.5
4,700,Astrology and Divination,1,14.5
4,700,Astrology and Divination,1,15.5
4,700,Astrology and Divination,1,14.5
4,700,Astrology and Divination,1,13
4,700,Buddhist Philosophy and Meditation,1,13.5
4,700,Buddhist Philosophy and Meditation,1,12.5
4,700,Buddhist Philosophy and Meditation,1,13
4,700,Buddhist Philosophy and Meditation,1,15.5
4,700,Buddhist Philosophy and Meditation,1,13
4,700,Buddhist Philosophy and Meditation,1,10.5
4,700,Buddhist Philosophy and Meditation,1,14
4,700,Buddhist Philosophy and Meditation,1,14.5
4,700,Buddhist Philosophy and Meditation,1,11
4,700,History and Civilization of Southeast Asia,1,9
4,700,History and Civilization of Southeast Asia,1,10.5
4,700,History and Civilization of Southeast Asia,1,10.5
4,700,History and Civilization of Southeast Asia,1,12.5
4,700,Language and Linguistics,1,16.5
4,700,Language and Linguistics,1,14.5
4,700,Language and Linguistics,1,10.5
4,700,Language and Linguistics,1,11.5
4,700,Language and Linguistics,1,10.5
4,700,Language and Linguistics,1,15.5
4,700,Martial Arts and Self-Defense,1,12.5
4,700,Martial Arts and Self-Defense,1,11
4,700,Martial Arts and Self-Defense,1,13
4,700,Martial Arts and Self-Defense,1,12.5
4,700,Martial Arts and Self-Defense,1,13
4,700,Martial Arts and Self-Defense,1,11.5
4,700,Martial Arts and Self-Defense,1,11.5
4,700,Music and Dance,2,11.75
4,700,Music and Dance,2,11.75
4,700,Music and Dance,2,14
4,700,Music and Dance,2,14.5
4,700,Music and Dance,2,13
4,700,Spirituality and Rituals,1,13.5
4,700,Spirituality and Rituals,1,12.5
4,700,Spirituality and Rituals,1,11
4,700,Spirituality and Rituals,1,11.5
4,700,Spirituality and Rituals,1,12
4,700,Spirituality and Rituals,1,12
4,700,Traditional Medicine and Herbalism,1,9.75
4,700,Traditional Medicine and Herbalism,1,10
4,700,Traditional Medicine and Herbalism,1,10.25
4,700,Traditional Medicine and Herbalism,1,14.25
4,700,Traditional Medicine and Herbalism,1,13.25
4,700,Traditional Medicine and Herbalism,1,9
4,700,Traditional Medicine and Herbalism,1,8.75
4,700,Traditional Medicine and Herbalism,1,6.75
4,700,Traditional Medicine and Herbalism,1,11
4,719,Agriculture and Horticulture,2,7.75
4,719,Agriculture and Horticulture,2,7.25
4,719,Agriculture and Horticulture,2,8.5
4,719,Agriculture and Horticulture,2,9
4,719,Agriculture and Horticulture,2,12.5
4,719,Agriculture and Horticulture,2,5.75
4,719,Agriculture and Horticulture,2,9
4,719,Architecture and Sculpture,1,3
4,719,Architecture and Sculpture,1,8
4,719,Architecture and Sculpture,1,6.75
4,719,Architecture and Sculpture,1,6
4,719,Architecture and Sculpture,1,3.75
4,719,Architecture and Sculpture,1,9
4,719,Architecture and Sculpture,1,11.25
4,719,Architecture and Sculpture,1,6.5
4,719,Architecture and Sculpture,1,5.75
4,719,Architecture and Sculpture,1,0
4,719,Astrology and Divination,1,14.5
4,719,Astrology and Divination,1,12
4,719,Astrology and Divination,1,13.5
4,719,Astrology and Divination,1,14.5
4,719,Astrology and Divination,1,13.5
4,719,Buddhist Philosophy and Meditation,1,16.5
4,719,Buddhist Philosophy and Meditation,1,13.5
4,719,Buddhist Philosophy and Meditation,1,13
4,719,Buddhist Philosophy and Meditation,1,13
4,719,Buddhist Philosophy and Meditation,1,12
4,719,Buddhist Philosophy and Meditation,1,10.5
4,719,Buddhist Philosophy and Meditation,1,13.5
4,719,History and Civilization of Southeast Asia,1,10
4,719,History and Civilization of Southeast Asia,1,7.5
4,719,History and Civilization of Southeast Asia,1,14
4,719,History and Civilization of Southeast Asia,1,13.5
4,719,Language and Linguistics,1,20
4,719,Language and Linguistics,1,7
4,719,Language and Linguistics,1,11
4,719,Language and Linguistics,1,12
4,719,Language and Linguistics,1,13.5
4,719,Language and Linguistics,1,11
4,719,Martial Arts and Self-Defense,1,11.5
4,719,Martial Arts and Self-Defense,1,12.5
4,719,Martial Arts and Self-Defense,1,11
4,719,Martial Arts and Self-Defense,1,11.5
4,719,Martial Arts and Self-Defense,1,13
4,719,Martial Arts and Self-Defense,1,12.5
4,719,Martial Arts and Self-Defense,1,14
4,719,Music and Dance,2,10
4,719,Music and Dance,2,14
4,719,Music and Dance,2,12.5
4,719,Music and Dance,2,12
4,719,Music and Dance,2,12.75
4,719,Spirituality and Rituals,1,11.5
4,719,Spirituality and Rituals,1,14
4,719,Spirituality and Rituals,1,14
4,719,Spirituality and Rituals,1,12
4,719,Spirituality and Rituals,1,12
4,719,Spirituality and Rituals,1,14
4,719,Traditional Medicine and Herbalism,1,8.25
4,719,Traditional Medicine and Herbalism,1,11.75
4,719,Traditional Medicine and Herbalism,1,3.5
4,719,Traditional Medicine and Herbalism,1,5.5
4,719,Traditional Medicine and Herbalism,1,12
4,719,Traditional Medicine and Herbalism,1,6.5
4,719,Traditional Medicine and Herbalism,1,10.75
4,719,Traditional Medicine and Herbalism,1,6.25
4,719,Traditional Medicine and Herbalism,1,10.75
5,17,Agriculture and Horticulture,2,8.25
5,17,Agriculture and Horticulture,2,10.5
5,17,Agriculture and Horticulture,2,9.25
5,17,Agriculture and Horticulture,2,6.25
5,17,Agriculture and Horticulture,2,10.25
5,17,Agriculture and Horticulture,2,9.75
5,17,Agriculture and Horticulture,2,10
5,17,Agriculture and Horticulture,2,7.25
5,17,Architecture and Sculpture,1,10.25
5,17,Architecture and Sculpture,1,4
5,17,Architecture and Sculpture,1,5.5
5,17,Architecture and Sculpture,1,4.75
5,17,Architecture and Sculpture,1,8.25
5,17,Architecture and Sculpture,1,4.25
5,17,Architecture and Sculpture,1,5.25
5,17,Architecture and Sculpture,1,9.5
5,17,Architecture and Sculpture,1,9.75
5,17,Architecture and Sculpture,1,10.25
5,17,Astrology and Divination,1,14
5,17,Astrology and Divination,1,17
5,17,Astrology and Divination,1,15
5,17,Astrology and Divination,1,14.5
5,17,Astrology and Divination,1,15
5,17,Buddhist Philosophy and Meditation,1,15
5,17,Buddhist Philosophy and Meditation,1,15.5
5,17,Buddhist Philosophy and Meditation,1,15
5,17,Buddhist Philosophy and Meditation,1,15.5
5,17,Buddhist Philosophy and Meditation,1,15
5,17,Buddhist Philosophy and Meditation,1,13.5
5,17,Buddhist Philosophy and Meditation,1,13.5
5,17,Buddhist Philosophy and Meditation,1,14.5
5,17,Buddhist Philosophy and Meditation,1,15.5
5,17,History and Civilization of Southeast Asia,1,9.5
5,17,History and Civilization of Southeast Asia,1,7
5,17,History and Civilization of Southeast Asia,1,9
5,17,History and Civilization of Southeast Asia,1,8.5
5,17,Language and Linguistics,1,9.5
5,17,Language and Linguistics,1,13
5,17,Language and Linguistics,1,11.5
5,17,Language and Linguistics,1,11
5,17,Language and Linguistics,1,14
5,17,Language and Linguistics,1,11.5
5,17,Martial Arts and Self-Defense,1,13.5
5,17,Martial Arts and Self-Defense,1,14
5,17,Martial Arts and Self-Defense,1,15
5,17,Martial Arts and Self-Defense,1,15
5,17,Martial Arts and Self-Defense,1,10.5
5,17,Martial Arts and Self-Defense,1,12
5,17,Music and Dance,2,15.75
5,17,Music and Dance,2,15.5
5,17,Music and Dance,2,9.5
5,17,Music and Dance,2,15.25
5,17,Music and Dance,2,16
5,17,Spirituality and Rituals,1,12
5,17,Spirituality and Rituals,1,11.5
5,17,Spirituality and Rituals,1,12
5,17,Spirituality and Rituals,1,12
5,17,Spirituality and Rituals,1,11.5
5,17,Spirituality and Rituals,1,13.5
5,17,Traditional Medicine and Herbalism,1,7.25
5,17,Traditional Medicine and Herbalism,1,6.75
5,17,Traditional Medicine and Herbalism,1,8
5,17,Traditional Medicine and Herbalism,1,13
5,17,Traditional Medicine and Herbalism,1,10.75
5,17,Traditional Medicine and Herbalism,1,13
5,17,Traditional Medicine and Herbalism,1,9.25
5,17,Traditional Medicine and Herbalism,1,7.75
5,17,Traditional Medicine and Herbalism,1,10.5
5,20,Agriculture and Horticulture,2,5
5,20,Agriculture and Horticulture,2,6.75
5,20,Agriculture and Horticulture,2,9.25
5,20,Agriculture and Horticulture,2,11.5
5,20,Agriculture and Horticulture,2,10
5,20,Agriculture and Horticulture,2,9.5
5,20,Agriculture and Horticulture,2,8.5
5,20,Agriculture and Horticulture,2,6.75
5,20,Architecture and Sculpture,1,9.75
5,20,Architecture and Sculpture,1,11.5
5,20,Architecture and Sculpture,1,12.25
5,20,Architecture and Sculpture,1,6.5
5,20,Architecture and Sculpture,1,7.75
5,20,Architecture and Sculpture,1,9
5,20,Architecture and Sculpture,1,10
5,20,Architecture and Sculpture,1,9.5
5,20,Architecture and Sculpture,1,7.25
5,20,Architecture and Sculpture,1,13
5,20,Astrology and Divination,1,15.5
5,20,Astrology and Divination,1,12.5
5,20,Astrology and Divination,1,13.5
5,20,Astrology and Divination,1,12.5
5,20,Astrology and Divination,1,16
5,20,Buddhist Philosophy and Meditation,1,10
5,20,Buddhist Philosophy and Meditation,1,12.5
5,20,Buddhist Philosophy and Meditation,1,14.5
5,20,Buddhist Philosophy and Meditation,1,11
5,20,Buddhist Philosophy and Meditation,1,16
5,20,Buddhist Philosophy and Meditation,1,13
5,20,Buddhist Philosophy and Meditation,1,15.5
5,20,Buddhist Philosophy and Meditation,1,16
5,20,Buddhist Philosophy and Meditation,1,16.5
5,20,History and Civilization of Southeast Asia,1,13.5
5,20,History and Civilization of Southeast Asia,1,14
5,20,History and Civilization of Southeast Asia,1,12.5
5,20,History and Civilization of Southeast Asia,1,14
5,20,Language and Linguistics,1,16
5,20,Language and Linguistics,1,11
5,20,Language and Linguistics,1,10.5
5,20,Language and Linguistics,1,11
5,20,Language and Linguistics,1,10
5,20,Language and Linguistics,1,17
5,20,Martial Arts and Self-Defense,1,12
5,20,Martial Arts and Self-Defense,1,12.5
5,20,Martial Arts and Self-Defense,1,12.5
5,20,Martial Arts and Self-Defense,1,10
5,20,Martial Arts and Self-Defense,1,13.5
5,20,Martial Arts and Self-Defense,1,11.5
5,20,Music and Dance,2,10.25
5,20,Music and Dance,2,10.75
5,20,Music and Dance,2,13
5,20,Music and Dance,2,11.75
5,20,Music and Dance,2,12.75
5,20,Spirituality and Rituals,1,11
5,20,Spirituality and Rituals,1,10.5
5,20,Spirituality and Rituals,1,12
5,20,Spirituality and Rituals,1,13
